channelId,title,description,publishedAt,subscriberCount,viewCount,videoCount,topic
UC7WmfNw7BuJjkjV4hE2Edhg,Baso,"suç, internet gizemleri ve internet kültürü üzerine belgeseller hazırlıyorum.
internette gördüğünüz her şeye inanmayın..


iş teklifleri için: baso@creatorstation.com
",2021-04-03T12:31:56.617812Z,623000,100849699,426,tech influencer
UC_ytvT9cXh-zkf9x0CnYE8g,Matheus Leandro Ferreira,Tech Influencer @Rocketseat | Content Partner @RedBullBR & @JetBrains | MSc in Productive Systems | Professor @UNESC,2010-02-25T11:32:17Z,21400,629298,240,tech influencer
UCzH549YlZhdhIqhtvz7XHmQ,Alex,"Hier gibt’s Videos. Besucht auch meine anderen Kanäle: https://linktr.ee/alexibexi

Allgemeine Teilnahmebedingungen für meine Gewinnspiele (und weitere Infos): http://alexboehm.net/teilnahmebedingungen
Impressum: https://alexboehm.net/impressum",2006-03-10T16:50:16Z,1710000,538859824,947,tech influencer
UCRidj8Tvrnf5jeIwzFDj0FQ,BADMASH icON,"Every person loves knowledge and after taking this into consideration we have started this channel, here you would get educational and knowledgeable videos that would blow your mind. Being the best Indian educational channel, our focus is to provide videos on unique topics. And it is our promise that you would get quality content on this channel.

== Managed By - Lethal Media 

For any Advertising / other business-related inquiries you can mail me via the email listed below.
Email - ammymalhi63@gmail.com

Subscribe NOW! BADMASH icon

......Date.........       Subscribers
12/Sep 2017   -       10,000
18/Sep 2017   -       50,000 
02/Oct  2017   -       100,000
2/Jan 2019    -          1M+
24/sep 2019 -           2M+",2014-07-06T11:36:08Z,4050000,393067740,268,tech influencer
UCIvbT_2gRdj8_Y0ZadGk-mg,Ronald van Loon,"Ronald is the founder and CEO of Intelligent World, a global tech event educational marketplace of global thought leaders, analysts & influencers. He also serves as an advisory board member and course advisor for leading professional certification training company Simplilearn. 

Ronald is an influencer and frequent speaker on a variety of topics including:AI, Big Data, IoT, and Data Science.  He is a globally recognized thought leader in the industry and has been globally ranked by Onalytica, Refenitiv, GlobalData research & Verdict Media, Thinkers360 and many others (see linkedin profile)
#1 Influencer in AI, Big Data & Analytics, and Automation
#2 Influencer in Cloud, Internet of Things, AI & Digital Transformation 
#3 Influencer in Infrastructure 
#5 Influencer in 5G in Telecommunications 
#7 B2B & Data Science
#8 Digital Transformation

In this digital age, he helps and advises businesses in implementing successful data and analytics strategies to reach and surpass their goals
",2016-03-11T12:43:04Z,46500,2134706,1545,tech influencer
UCHGjDKfwlO2Vd_ESAWfz1pw,LG Hellas,"Καλώς ήρθες στο επίσημο κανάλι της LG στην Ελλάδα!

Εδώ, θα βρεις τα τελευταία product videos, reviews και interviews μας, αλλά και όλα όσα ετοιμάζουμε παγκοσμίως σε επίπεδο έρευνας, καινοτομίας & ανάπτυξης προηγμένης τεχνολογίας. 

Το μότο μας (και hashtag, εννοείται): #LifesGood

Κάνε κι εσύ την τεχνολογία κομμάτι της καθημερινότητάς σου!",2010-11-15T17:01:23Z,51000,36967830,329,tech influencer
UC8dTfoE3auBa5YLHcJ0GycA,Hrishikesh Roy,"
",2011-12-07T17:15:55Z,540000,23189675,577,tech influencer
UC6WzPg6yxF9dQx2_O6R4lww,Nitish Rajput,"Nitish Rajput firmly believes that there are adequate tools available online through which people can be brought together, informed, and educated collectively. 

Social media and the Internet have the power to create any narrative, but this channel will use them to curate a healthy and informative narrative that genuinely benefits people in forming an opinion backed by facts and uncompromised information. 

Nitish Rajput wants to empower and facilitate people to challenge atrocities and become more vocal about the issues plaguing Indian society.",2020-04-29T17:18:25.574824Z,7820000,811627846,104,tech influencer
UCzIciQA6KlhGCZFByEo2wFQ,Take A Break,"'Take A Break' is a new entertainment station for those who starve for good quality content.

For Business and Partnerships: business@paper2pixel.in

This channel is owned, operated, and managed by Paper 2 Pixel Production Private Limited, a subsidiary of Armoks Media Private Limited.

Note: Copying or Reproduction of content from this channel is strictly prohibited.
",2021-12-23T11:42:35.468696Z,3630000,715665866,150,tech influencer
UC8bl_M7f2NFnKFQJmIb5AmQ,Ghulam Ali SEO,2 Million Dollars Business done with SEO,2020-01-04T20:15:16.811868Z,94500,4982609,907,tech influencer
UC4ZIJCbH0InZipbtfZ0EbEA,うしゃすらいむ【ガジェット紹介】,"みなさま、いかがお過ごしでしょうか？
うしゃすらいむです。

毎週金曜日19時投稿！(がんばる)
たまに不定期投稿するかも...？
PC周りやデスク周りのガジェットが大好きな人間。
僕が購入したガジェットや便利アイテム、ゲーミングデバイスなどをたくさん紹介できたらいいなと思っています。

_______________　✅各種リンク✅　_______________

▶️Twitter（ @Usya_Smiling ）
https://twitter.com/Usya_Smiling

▶️ほしいものリスト（乞食）
https://onl.la/sRrbrLH

▶️僕の使用デバイスはこちら
https://www.geartics.com/Usya_Smiling

▶️撮影・収録機材まとめ
https://www.amazon.co.jp/shop/influencer-377e4d1c/list/2JMAUCMJJRPP9?ref_=cm_sw_r_cp_ud_aipsflist_aipsfinfluencer-377e4d1c_N0RP1NWDQWKDQRCXFC2N

_______________　✅使用音源✅　_______________

🎵冒頭：わくわくクッキングタイム的なBGM / タカオマサキ
🎵OP：Moonlight / D’elf 
🎵BGM：Special to me / OtoLogic 
🎵ED：日もすがら音楽と / Reo

（素敵な楽曲をいつもありがとうございます！）

_______________　✅その他記載事項✅　_______________

製品レビュー等、お仕事に関するご連絡は下記のメールアドレスよりお願いいたします。
yuusyasuraimu@gmail.com
※すべてのご連絡に対応することができない場合がございます。

うしゃすらいむ【ガジェット紹介】は、Amazon.co.jpを宣伝しリンクすることによってサイトが紹介料を獲得できる手段を提供することを目的に設定されたアフィリエイトプログラムである、Amazonアソシエイト・プログラムの参加者です。
",2016-08-10T09:29:36Z,40100,10555661,422,tech influencer
UCzLqOSZPtUKrmSEnlH4LAvw,Drishti IAS,"'Drishti The Vision Foundation,' also known as 'Drishti IAS,' was founded on November 1, 1999. Currently, Drishti IAS has a physical presence across six cities. It has centres in Delhi (Karol Bagh), Noida, Prayagraj, Jaipur, Lucknow, and Indore. For any information or assistance regarding Drishti IAS, you can contact us at this phone number: 8750187501. You can also learn more about the institute by visiting our website (drishtiias.com) or using the Drishti Learning App.

वर्तमान में दृष्टि संस्थान की शाखाएँ भारत के छह शहरों में स्थित हैं: दिल्ली (करोल बाग), नोएडा, प्रयागराज, जयपुर, लखनऊ, और इंदौर। संस्थान से जुड़ी किसी भी जानकारी या सहायता के लिए आप इन फ़ोन नंबर पर संपर्क कर सकते हैं: 8750187501। अधिक जानकारी के लिए हमारी वेबसाइट drishtiias.com पर जाएँ या Drishti Learning App डाउनलोड करें।
",2017-04-13T11:23:19Z,12600000,1642428859,18980,tech influencer
UCfD5ZP9iEq_BDbS_Ja4qsfA,HAMMER SECURITY,,2019-08-08T01:56:58Z,5820,514888,37,tech influencer
UCneyi-aYq4VIBYIAQgWmk_w,Ranveer Allahbadia,"Ranveer Allahbadia एक ऐसा Channel है जहाँ आप देख सकते हैं The Ranveer Show हिंदी (TRS हिंदी) – भारत का सबसे ज्यादा देखा और पसंद किया जाने वाला Podcast!

TRS हिंदी में India की महान हस्तियों को फीचर किया जाता है। यह पॉडकास्ट Self-Improvement, Health & Wellness, Spirituality, History & Culture, Science, Technology, Entrepreneurship, Finance, Geopolitics, Global Affairs, Law, Entertainment, Relationships, Lifestyle, Sports और Adventure, Army & Success Stories जैसे कई विषयों को कवर करता है।

Ranveer Allahbadia, PM Modi द्वारा सम्मानित एक National Award विजेता Creator हैं, जिन्होंने एक सफल Entrepreneur के रूप में अपनी पहचान बनाई है। वह इन Ventures का नेतृत्व करते हैं:

Monk-E: India’s top talent management agency
Level Supermind: A self-help mind performance app
BeerBiceps Skillhouse: An education startup

Explore playlists tailored for YOU on our homepage.

For guest appearances and business opportunities, contact: connect@beerbiceps.com
",2017-03-28T18:56:43Z,10700000,5140587106,5355,tech influencer
UC2ZlZqXygcTCTlf5oNU_nfg,Explorer Shibaji,"Travel, food, music and fun
Hey, welcome!!!
Thanks for showing your kind interest to this YouTube channel ExplorerShibaji. Shibaji has been a passionate traveler and foodie, loved the way life appeared to him. Shibaji started taking interest in content creation after watching some of the popular travel vlogs on YouTube and became enthusiastic about this hobby.
Whatever Shibaji tries to portrait in each video, are all real experiences and all opinions are his personal. 
Shibaji always likes to interact with his followers, would love to hear from them, you are most welcome to follow him on Instagram(explorer_shibaji) or Facebook (shibaji.paul).
The official group and page for this channel on Facebook is ""BHROMON HELPLINE"", you are encouraged to join the group, where you can find like-minded travel enthusiasts and share your thoughts or travel experiences.
For any business related queries, please feel free to mail: shibaji.explorer@gmail.com",2018-06-02T20:18:30Z,733000,174452988,702,tech influencer
UCfjpfd1ZEYBcrv6umNKDANw,GRTR,"Greater China Tech: Shanghai | Beijing | San Francisco | Quality Tech Videos

Welcome to GRTR! We’re here to tell stories of cutting-edge tech from all over the world. Subscribe for product reviews, technology news, vlogs in China & the U.S., and more!

info@relay.video
",2020-12-04T07:21:01.137732Z,8060,226794,30,tech influencer
UC0yRIpnWAOLDzFjmBFh7b0A,Tessan,"⚡️Charging Your Home and Journey⚡️

TESSAN is a global brand specializing in charging solutions for home and travel. Its main products include universal travel adapters, digital charging power strips, multifunctional wall outlets, EV charging stations and smart home devices. 
TESSAN lives by the mantra: ""The Journey Begins at Home."" With a commitment to simplicity, efficiency, and safety. TESSAN products enhance connectivity and convenience for users worldwide, powering your journey from home to every destination.

🎈TESSAN Official website:   https://tessan.com/
📧 influencer-maggie@tessan.com
",2023-02-04T09:12:44.129997Z,14100,3409175,241,tech influencer
UCtXO2gwxEgguf9eKuAFDRQQ,AI Daily Hacks,"Welcome to AI Daily Hacks – your go-to channel for simple, actionable AI tips and tutorials! 🚀 Whether you're a beginner or a tech enthusiast, we break down the latest AI tools, features, and hacks to help you work smarter, not harder. From ChatGPT to MidJourney, automation to productivity, we’ve got you covered.

🔔 Subscribe for daily videos on:
✅ AI tools & how to use them
✅ Step-by-step tutorials
✅ Time-saving tech hacks
✅ Latest AI trends & updates

Join our community and unlock the power of AI today! 💡

For Partnership :
📧 filmxmachina@gmail.com

Support my work with a coffee! ☕ Your contribution keeps me energized and inspired to create more content for you: https://ko-fi.com/aidailyhacks

#AITools #AIHacks #AITutorials #AInews #klingai  #hailuoai #chatgpt #midjourney 
",2025-02-12T04:18:18.101434Z,10100,364133,24,tech influencer
UCML15nS7tyrKoQCvoALTrtA,Elliot Page,"Everything Sneakers,  Streetwear & Life.
Business Enquires/Contact Email: Kieran@moneramedia.com
",2012-12-29T11:42:02Z,781000,471130891,1575,tech influencer
UCVGETS6YDIf7C0VVY1BeC3w,Digital Dollars,"Your ultimate guide to mastering AI tools, creating faceless YouTube channels, and crafting pro-level video edits. Empower your creativity, grow your channel, and unlock the future of content creation—all in one place!

For business queries & collaborations pls reach out to : sethiscorp@gmail.com
(Pls note that this email is strictly for business purposes and any other queries will not be entertained on this mail)

Location : Bangalore, India
",2023-01-07T09:54:17.625467Z,171000,12695345,109,tech influencer
UCLAnm-Y7qqU0QAtjkdP09cQ,Digital TUTOR,"Welcome to DigitalTUTOR, a channel dedicated to exploring the latest advancements in Artificial Intelligence Software and Applications, Content Creation, Insanely Useful Websites & Tools, Digital Marketing, Content Marketing, and related topics.

The digital landscape is constantly evolving, providing endless opportunities for individuals worldwide to create successful businesses and earn a living using free tools and AI software.

Our mission at DigitalTUTOR is to produce high-quality video content that showcases how to use these tools and software for work, personal use, and business purposes.

So sit back, relax, and enjoy our informative and engaging content.

⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐

✉️📧 

Hi I'm Timothy and you can send me a message via 👇
👉 leisterdigital@gmail.com",2021-12-23T21:18:00.900563Z,13200,892913,102,tech influencer
UCbl5vZoMTdiRHCnu2ANJVjQ,The Neon Nirvana,The Neon Nirvana is a business and finance related channel. Learn business secrets and tips and watch interviews with successful entrepreneurs from U.A.E.,2018-03-10T12:58:57Z,43300,3657164,158,tech influencer
UCGNFqULihCOrP3-hOQ-rNEw,Shivam Malik,"एक वो मदद का हाथ जो आपके लिए हमेशा खड़ा है 😊🙏 
🇮🇳 India's First Influencer Transformed Into AI 🤖 
🎖 Top 10 YouTube Shorts Creator
🎥 Tech | Finance | Facts | Personal Growth
🧑‍🎓MBA
For brand collab - info.shivammalik@gmail.com",2012-04-10T03:22:17Z,9810000,236412244,119,tech influencer
UCE6acMV3m35znLcf0JGNn7Q,Gibi ASMR,"Tingles, cosplay, roleplays, and ASMR all for your relaxation :)

Co-Owner of https://www.manatalentgroup.com/

Hello there YouTube! My name is Gibi - I have been watching ASMR videos by accident since I realized that some sounds and movements made me feel blissfully relaxed. I've watched the ASMR community grow into something incredible, and I decided that I wanted to hop in and be a part of it! You will see a variety of videos from me, from roleplays, to makeup, to cosplay, to original characters! I hope you very much enjoy.
",2016-06-19T02:00:55Z,5190000,2399746386,1623,tech influencer
UCFu6gZE3kSG3Dgg9-KsNSjQ,AI Mentors,"Brandneu: KI Agent SystemI ! ⬇️⬇️⬇️

Willkommen auf meinem YouTube-Kanal, der sich rund um das faszinierende Thema Künstliche Intelligenz (KI) dreht! Ich bin begeistert von den Möglichkeiten die (generative) KI bietet und möchten unsere Leidenschaft mit dir teilen. Du wirst hier Einblicke in die aktuellen Entwicklungen und Anwendungen der KI bekommen, sowie Tipps und Tricks erhalten, wie man KI Tools richtig nutzt. Ich bin davon überzeugt, dass KI unser Leben verbessern kann und freuen mich darauf, dir dabei zu helfen, mehr über dieses spannende Thema zu erfahren. 

Abonniere jetzt meinen Kanal, um keine Videos zu verpassen und lerne mit mir die Welt der KI kennen!
",2023-01-22T11:15:15.426736Z,25500,2015681,271,tech influencer
UCTSRIY3GLFYIpkR2QwyeklA,Drew Gooden,i am the only person who makes videos,2015-08-21T09:18:18Z,4640000,1054590014,165,tech influencer
UCy5uiFrT8-dPPOv546rlrTg,Billyfx,"Merging reality & imagination. Shorts using VFX, 3D & AI tech. Occasional long-form video essays on AI and VFX stuff, so you can supercharge your own content creation too. Channel started in 2016 when I fell in love with VR video creation and it's been an outlet for my creative projects since. I also cover the more technical and product side of creative tech like AI, AR/VR and 3D tech on Creative Tech Digest. 

If you're looking for a more formal bio:

Bilawal Sidhu is a leading AI creator and influencer with a total of 1.3M+ subscribers, has been frequently featured in established press outlets, and is a TED speaker on Generative AI. 

Previously, Bilawal spent 6 years at Google working on 3D mapping and AR/VR products, and pulls on that background to contextualize cutting-edge research for creators, entrepreneurs and investors alike. 
",2006-03-15T11:00:12Z,409000,205579038,210,tech influencer
UCA2utdbkuY6PfX0Exi2Y16w,Gagan Choudhary,"Hi, I do Automobile and Aviation content on the Internet. I swear by my audience and always put their interest first. Honesty, transparency and relatability are three key pillars for me. I am India's second most-trusted automobile publication and usually the most viewed one. 

Along with some of my colleagues, I also run a website related to India's Automotive industry. You can visit that here www.GaadiFy.com.
Be my Channel member to support further and contact me for vehicle buying advice:  https://www.youtube.com/channel/UCA2utdbkuY6PfX0Exi2Y16


",2011-03-15T09:12:55Z,2050000,808039614,1377,tech influencer
UCm9SCEqwQwPc8_nMHbkuy7Q,Greg Preece,"Obsessed with AI tools that help us create videos faster & more consistently.
",2016-05-27T19:38:35Z,131000,11004869,578,tech influencer
UCu44AnfqsP-sRxmZHdnhblw,Dave Xiang,"Hello! My name is David Xiang. I am a software developer based in New York City.

I am a self-proclaimed micro-influencer, focused on helping software developers understand their industry better. To see what I look like and get a feel for my content,  please check out some of my YouTube videos.

Besides coding, I also enjoy writing and am lucky enough to have some generous tech friends who have shared their experiences with me. I’ve published their stories—and some of my own—in my book, “Software Developer Life.”

Amazon: https://www.amazon.com/dp/B07D5QNGVZ
Website: www.davidxiang.com
Email: davex.inc@gmail.com
Twitter: @davex_tech
Facebook: facebook.com/davex.tech
Instagram: https://www.instagram.com/davex.tech/",2012-03-24T09:51:25Z,66200,4890848,149,tech influencer
UCSGoIq_tVESqNYF1Re-zn1Q,HJ Evelyn,"Subscribe to be part of our Catcake family~ 
Check out our Podcast channel! @HahaPodcastOfficial
Follow me on my other socials!
INSTAGRAM: @hjevelyn 
TIKTOK: @hjevelyn
TWITTER: @hjevelynha 

BUSINESS INQUIRIES🇺🇸: team@hasisters.com
BUSINESS INQUIRIES BASED IN SOUTH KOREA🇰🇷: evelyn@thekitstudios.com 
",2012-11-20T20:31:46Z,4800000,1113106571,538,tech influencer
UCmt6kDgQQemMEvlI9zknMnA,Ruben Hassid,"Master AI before it masters you.

Founder of EasyGen.io

How to AI:
https://how-to-ai.guide

X: 
https://x.com/RubenHssd

Linkedin:
https://www.linkedin.com/in/ruben-hassid/
",2022-01-02T22:57:20.442842Z,14400,292862,129,tech influencer
UCC5zwcadCvNiNm5JCe7hjAQ,Chloe Shih,"in my 30s, spilling my 20s 🫣 〰 work, life, love 💍

I'm Chloe! I spent my 20s working in tech (prev. Discord, Google, Meta, TikTok, startups) in product management, business development, and operations. I love helping people reach their career, creative, and personal goals! Here's where I share my thoughts on life in my 30s, money, marriage, work, personal growth, and being Taiwanese-American 🇹🇼.

📍: LA and Taiwan (but prev. in SF, NY) 

insta: https://www.instagram.com/chloe.shih
tiktok: https://www.tiktok.com/@chloeshih
threads: https://www.threads.net/@chloeshih
linkedin: https://www.linkedin.com/in/chloe-shih/
twitter: https://twitter.com/colorsofchloe

sponsor/business inquiries → business@colorsofchloe.com
",2020-05-02T04:28:40.922057Z,400000,72260719,397,tech influencer
UC_mxCd3tf3VshVQiSuALgGQ,Hammer Lifestyle,"Reimagining Lifestyles with Hammer.

Hammer Lifestyle is a D2C and an FMEG (Fast moving electronic goods) brand dealing in fast paced lifestyle gadgets. Established in 2019, Hammer launched itself in 4 broad categories- Truly wireless earbuds, wireless headphones, wireless earphones and smartwatches. We have expanded our product portfolio to smart wireless and iOT devices.
We are thriving each day in order to provide a fast paced lifestyle that matches that of a developed country.
",2019-02-28T07:15:50Z,17300,9087392,344,tech influencer
UCFTHiHoDK_8-IqcirrY_r2w,nailed by dache,"Your fav nail tech :)
TikTok & Insta: @nailedbydache 💞",2020-12-01T22:33:57.140718Z,416000,102938206,61,tech influencer
UCx81sVOVRWt0eD1c_C9KApg,The AI Hustle,"Welcome to the fascinating world of AI on my YouTube channel! Join me as we explore the endless possibilities of integrating artificial intelligence into your video creation process and uncover innovative ways to monetize your content.

Discover the secrets of crafting captivating YouTube videos using cutting-edge AI tools. From automated video editing and intelligent thumbnail generation to AI-powered scriptwriting and voiceover synthesis, I'll guide you through the step-by-step process of leveraging AI to enhance your creativity and efficiency.

Subscribe now and embark on an exhilarating journey where creativity meets technology. Let's revolutionize the way we create and monetize YouTube content together, powered by the limitless possibilities of AI. Are you ready to level up your YouTube game? Let's dive in!

For Sponsorship & Business query just put a mail - 
Colabaihustle@gmail.com",2023-05-25T15:54:31.816563Z,70900,4168759,147,tech influencer
UCpJlwAazmvuuuWC9PFTH-Ow,Peyton Maree Charles,"Peyton Charles is a comedic lifestyle, fashion, and travel vlogger, based in the Southern Region of the US. (Yes honey I'm a Southern Belle!) Born and raised in Memphis but relocated to Dallas, TX.

Starting off in the summer of 2014 I decided to join the Youtube community! Here on my channel you will find lifestyle vlogs, home decor, DIY videos, makeup tutorials and reviews as well as travel vlogs. I upload 2-3 days per week so y'all can see me as much as you want! New subs are new Peypals, so grab a glass of Koolaid and a bag of Salt and Vinegar chips and enjoy the channel love! Muah xoxo

All Business Inquiries Contact: contact@tablerock.com

Wanna send me something? Email at contact@tablerock.com and we'll go from there!

Let's Be Friends and Chat:
www.instragram.com/iampeytoncharles
www.twitter.com/peytoncharles
Snap Me: peyton.charles",2012-05-15T05:58:46Z,164000,42009993,539,tech influencer
UCWstLaT61QUc-TvfxOjNpFw,Bernard Marr,"Bernard Marr is a world-renowned futurist, influencer and thought leader in the fields of business and technology, with a passion for using technology for the good of humanity.

He is a multi-award-winning and internationally best-selling author of over 20 books, writes a regular column for Forbes and advises and works with many of the world’s best-known organisations.

He has a combined following of 4 million people across his social media channels and newsletters and was ranked by LinkedIn as one of the top 5 business influencers in the world.

Bernard’s latest book is ‘Generative AI in Practice’.",2010-06-02T14:36:08Z,1660000,17770598,1323,tech influencer
UCx6F-rETGiz7xf_vkMmX2yQ,Mythpat,i do timepass,2018-07-29T21:08:58Z,16700000,4095906341,422,tech influencer
UCivp_ROopO0DPEfXXUEhpIg,Brian's Photo Show,"The goal of this channel is to help you put together a top-notch analog photography system without breaking the bank.  If you've never shot film before and you're on a bit of a budget, this channel is for you.  

See images on flickr:  https://flickr.com/people/11142854@N08/

My backup account on Odysee:  https://odysee.com/$/invite/@briansphotoshow:5

",2018-12-01T18:06:29Z,8190,1552965,156,tech influencer
UC62AyCIkHsBvlRTFom_vTdQ,Panther DJ Sets,"🎥 Panther DJ Sets 🇨🇴 Epic DJ Sets 📀 

Elite DJs. Stunning models. Cinematic visuals.

Panther DJ Sets showcases the freshest electronic music talent from Colombia and around the world, filmed in jaw dropping locations with high-end production, influencer guests, and next level vibes.

Each episode delivers a unique sound and setting, featuring Latin house, tech house, or Afro house beats, all captured in unforgettable visual and musical journeys.

This is more than a DJ set. It’s a cinematic experience redefining the Latin electronic music scene.
",2011-09-26T23:35:00Z,60900,9163137,49,tech influencer
UCTKUPmp3Mqa3SN6e4DAge_Q,AI Upskill,"Welcome to AI Upskill! 🎓🤖

Start AI Faceless Automation Channels & Earn Passive Income! 🤑📈
I break down trending niches, share pro-level AI prompts, and teach you the smartest ways to make money online with AI.

📅 New videos every week! 🔥 Don’t miss out on the tools & tricks that actually work.

💬 Join Our Discord Community! 🚀
Connect with creators, ask questions, and receive exclusive prompts!

📩For business inquiries: aiupskillcollabs@gmail.com
📲Telegram (faster responses): @AI_Upskill
",2024-03-25T11:02:47.387892Z,25300,1003751,59,tech influencer
UCxGAs9UFQYxS5MNAapmNyxw,Travis Robertson,"Travis Robertson is a real estate coach and CEO of Don't Settle Coaching - a real estate coaching company that helps real estate agents, brokers and people from across the industry generate more leads, close more transactions, grow their teams and make more money. Travis Robertson understands the industry is changing rapidly and he brings his years of leadership and experience from the tech world into real estate to bring about needed change. Travis truly is the next generation of real estate coach for a new era of real estate.
",2011-09-06T20:33:39Z,17400,1296824,164,tech influencer
UC6xtBsih5GrQlQSfRHEkHyA,Mouli Talks,,2019-09-09T16:36:11Z,563000,123833533,100,tech influencer
UC9wDUxZEnHoVF-o0N0xumGQ,AI Voice Tutor,"Love learning and sharing anything related to free ai tools that run on our local hardware. I'm trying to make the tutorials so that they don't waste your time and all my videos use a cloned ai voice that I continuously try to improve until it sounds perfect. Ever since my GPU died, I'm exploring more and more cloud ai tools but I still can't wait to get my hands back on a decent GPU.",2023-06-04T02:16:11.442169Z,12800,967375,30,tech influencer
UCAoqe_aYQTPh2FUNUqKF8dw,NEO KWT I نيو كويت,Influencer & Content creator reviewing Tech & Gaming Products ,2015-10-04T08:03:26Z,6690,521308,112,tech influencer
UCuSoMTWpcu5cCd38VcnpJlw,Ai Verse,"Welcome to AI Verse – Your Home for ComfyUI Tutorials and Free, Powerful AI Tools!

Discover the world of ComfyUI, open-source AI tools, and easy-to-follow tutorials designed for beginners and enthusiasts alike. At AI Verse, we break down complex AI concepts, making them simple, practical, and accessible—so you can create, experiment, and innovate right from home.

 From step-by-step guides to in-depth walkthroughs, you'll learn how to use AI like a pro.

New videos every week—so don’t forget to Like, Subscribe, and hit the bell icon to stay updated!

Contact: aiverse1227@gmail.com

Let’s unlock the power of free AI together.

#AI #ComfyUI #ComfyUITutorial #ComfyUIWorkflow #ArtificialIntelligence
",2017-05-02T18:09:40Z,8160,728379,121,tech influencer
UCiF653G_a4nAj169A6ORyrw,Serudda,"El canal oficial de Serudda Tech para todo el contenido de su stream relacionado con tecnología, programación, drama tech, y más. Serudda Tech es propiedad de Serudda y está gestionado por Rosita, con el objetivo principal de traerte los mejores momentos relacionados con la industria tech del stream. Todos los méritos y ganancias irán para ella.
",2021-02-13T17:39:31.164264Z,31200,1649527,82,tech influencer
UCp38w5n099xkvoqciOaeFag,Taylor Lorenz,"Tech journalist Taylor Lorenz explores internet culture, social media trends, Silicon Valley news, technology, influencers and the creator economy's impact on culture, politics, business, and more. 

Author of the bestselling book Extremely Online: The Untold Story of Fame, Influence, and Power on the Internet, host of Power User podcast, and founder of the tech and online culture newsletter User Magazine. ",2011-10-03T01:11:52Z,218000,10978498,230,tech influencer
UCeBaXOiBLXWbgviyCsfw5iA,Jo,"9-5 in corporate 👩🏾‍💻 5-9 building my dream life 💫
",2016-05-12T22:58:17Z,60700,2559075,184,tech influencer
UCnYKRFQRndE3Wq1eLRQLfWw,Kuldeep Singhania Shorts,Just a guy spreading smiles & Positivity 😊 . For business / promotion queries - business.thekfactor@gmail.com,2021-04-18T13:18:15.883598Z,15300000,10747151081,1538,tech influencer
UCZKtvy4dKni9hHQhy5_Z-mA,No Theme Reviews,"This is an unbiased, unsponsored, and usually unprofessional channel that reviews headphones, camera gear, and other digital equipment.  Unlike most other reviewer who do a one-pass, NTR provides thorough examination of every product.",2018-08-27T19:45:24Z,15300,3340740,694,tech influencer
UCuzDC9g05hef_fCN56wci4g,The Fashion Verge,"Our Exclusive Clothing Brand 👇🏻
Tones Fashion.com , do visit and check out the collection.

At The Fashion Verge, Our conversations go beyond fashion , beyond digital screens. It's a brotherhood around here, where ""we"" mutually discuss the things that matter.

with love,
B.v.s.Ganesh.

For business enquiries reach me out at:
teamfashionverge@gmail.com",2015-09-13T06:46:34Z,1640000,730041972,1971,tech influencer
UCr27a45x93eb6AXWKFfyYow,Tamil Light,"Cinema.Cinema..Cinema...

For Business mail  -   blacksattai.tamillight@gmail.com",2018-07-04T04:38:28Z,331000,76022450,482,tech influencer
UC3K0xQtYWJoRmN9LKrfDqVw,Kelsey Fingerboards,"Hi! Thanks for checking out my channel!
Follow me on Instagram @kelseyfingerboards so you don't miss out on anything.

YOU can become an influencer for your passion, interest, or hobby like I have with fingerboarding. From beginners to experts, I now offer an online course on how to grow your social media from scratch and become an influencer for the things you care about most.
Check it out by clicking ""Social Media & Influencing"" in the links below!

In 2011, I started doing this thing called fingerboarding and I've been making videos about it ever since.

I hosted the Texas Fingerboard Rendezvous in Houston, TX from 2013 to 2019. The event is now hosted by Trenton @timberlakefingerboards

I'm currently sponsored by Teak Tuning, Blackriver, and Woob. SUBSCRIBE!",2011-06-26T22:00:41Z,90700,10254674,208,tech influencer
UCBtepvre3ERD-hG7f-dSL0Q,Sunday Abegunde,"This channel helps freelancers, entrepreneurs, and creators master online income, business growth, and digital branding. Learn how to win clients, scale your hustle, create engaging content, and monetize.

I share real stories, smart strategies, and tools to help you thrive in the digital economy—from freelancing and startups to content creation and personal branding.

I'm that Nigerian digital content producer, influencer, and creator who’s a top content guy on Upwork and helps local businesses with content, leading a community of 38000+ tech and finance-minded people across YouTube, Medium, Instagram and other social media platforms.

I take your brand's message and turn it into stories that people can relate to and learn from to make your brand memorable.
Let’s partner on UGC, tech event content or storytelling-based campaigns.

Text: +2347077510752 (for Brands & Collabs only).

For booking, other any forms of assistance or joining my WhatsApp community: https://selar.co/cw6z52
",2014-02-18T18:50:29Z,10300,857474,510,tech influencer
